"r","t","Fidelity"
0.5,2.04,0.6024386986262062
0.5,2.05,0.6023784869425888
0.5,2.06,0.6023197618907369
0.5,2.07,0.6022624867655813
0.5,2.08,0.6022066257683043
0.5,2.09,0.6021521439839643
0.5,2.1,0.6020990073596725
0.5,2.11,0.602047182683309
0.5,2.12,0.6019966375627641
0.5,2.13,0.6019473404056919
0.5,2.14,0.6018992603997646
0.5,2.15,0.6018523674934133
0.5,2.16,0.601806632377045
0.5,2.17,0.6017620264647233
0.5,2.18,0.6017185218763009
0.5,2.19,0.6016760914199938
0.5,2.2,0.6016347085753856
0.5,2.21,0.6015943474768513
0.5,2.22,0.6015549828973904
0.5,2.23,0.6015165902328594
0.5,2.24,0.6014791454865932
0.5,2.25,0.6014426252544063
0.5,2.2600000000000002,0.6014070067099648
0.5,2.27,0.6013722675905191
0.5,2.2800000000000002,0.6013383861829885
0.5,2.29,0.6013053413103905
0.5,2.3000000000000003,0.6012731123186038
0.5,2.31,0.6012416790634597
0.5,2.32,0.6012110218981503
0.5,2.33,0.6011811216609494
0.5,2.34,0.6011519596632353
0.5,2.35,0.6011235176778101
0.5,2.36,0.6010957779275073
0.5,2.37,0.6010687230740798
0.5,2.38,0.6010423362073634
0.5,2.39,0.6010166008347075
0.5,2.4,0.6009915008706666
0.5,2.41,0.6009670206269457
0.5,2.42,0.600943144802596
0.5,2.43,0.60091985847445
0.5,2.44,0.6008971470877943
0.5,2.45,0.6008749964472732
0.5,2.46,0.6008533927080151
0.5,2.47,0.6008323223669798
0.5,2.48,0.6008117722545183
0.5,2.49,0.6007917295261412
0.5,2.5,0.6007721816544911
0.5,2.5100000000000002,0.6007531164215115
0.5,2.52,0.6007345219108116
0.5,2.5300000000000002,0.6007163865002165
0.5,2.54,0.6006986988545044
0.5,2.5500000000000003,0.600681447918321
0.5,2.56,0.6006646229092696
0.5,2.57,0.6006482133111717
0.5,2.58,0.6006322088674945
0.5,2.59,0.6006165995749395
0.5,2.6,0.600601375677191
0.5,2.61,0.6005865276588171
0.5,2.62,0.6005720462393231
0.5,2.63,0.6005579223673504
0.5,2.64,0.6005441472150191
0.5,2.65,0.6005307121724108
0.5,2.66,0.6005176088421863
0.5,2.67,0.6005048290343378
0.5,2.68,0.6004923647610694
0.5,2.69,0.6004802082318044
0.5,2.7,0.6004683518483165
0.5,2.71,0.6004567881999798
0.5,2.72,0.6004455100591379
0.5,2.73,0.6004345103765856
0.5,2.74,0.600423782277163
0.5,2.75,0.600413319055459
0.5,2.7600000000000002,0.6004031141716194
0.5,2.77,0.6003931612472595
0.5,2.7800000000000002,0.6003834540614776
0.5,2.79,0.6003739865469666
0.5,2.8000000000000003,0.6003647527862218
0.5,2.81,0.6003557470078421
0.5,2.82,0.6003469635829228
0.5,2.83,0.6003383970215375
0.5,2.84,0.6003300419693064
0.5,2.85,0.6003218932040498
0.5,2.86,0.6003139456325244
0.5,2.87,0.600306194287239
0.5,2.88,0.6002986343233506
0.5,2.89,0.6002912610156358
0.5,2.9,0.6002840697555369
0.5,2.91,0.6002770560482827
0.5,2.92,0.6002702155100775
0.5,2.93,0.6002635438653624
0.5,2.94,0.6002570369441422
0.5,2.95,0.6002506906793793
0.5,2.96,0.6002445011044518
0.5,2.97,0.6002384643506737
0.5,2.98,0.6002325766448775
0.5,2.99,0.6002268343070553
0.5,3.,0.6002212337480591
0.5,3.0100000000000002,0.6002157714673573
0.5,3.02,0.6002104440508464
0.5,3.0300000000000002,0.6002052481687179
0.5,3.04,0.6002001805733762
0.5,3.0500000000000003,0.6001952380974094
0.5,3.06,0.6001904176516089
0.5,3.0700000000000003,0.6001857162230393
0.5,3.08,0.6001811308731547
0.5,3.09,0.6001766587359622
0.5,3.1,0.6001722970162302
0.5,3.11,0.6001680429877423
0.5,3.12,0.6001638939915919
0.5,3.13,0.6001598474345214
0.5,3.14,0.6001559007873011
0.5,3.15,0.6001520515831478
0.5,3.16,0.6001482974161836
0.5,3.17,0.6001446359399321
0.5,3.18,0.6001410648658513
0.5,3.19,0.6001375819619037
0.5,3.2,0.600134185051161
0.5,3.21,0.6001308720104434
0.5,3.22,0.6001276407689925
0.5,3.23,0.6001244893071772
0.5,3.24,0.6001214156552315
0.5,3.25,0.6001184178920227
0.5,3.2600000000000002,0.6001154941438512
0.5,3.27,0.6001126425832793
0.5,3.2800000000000002,0.6001098614279888
0.5,3.29,0.6001071489396671
0.5,3.3000000000000003,0.6001045034229207
0.5,3.31,0.6001019232242154
0.5,3.3200000000000003,0.6000994067308432
0.5,3.33,0.6000969523699137
0.5,3.34,0.6000945586073715
0.5,3.35,0.600092223947037
0.5,3.36,0.6000899469296715
0.5,3.37,0.6000877261320652
0.5,3.38,0.600085560166147
0.5,3.39,0.600083447678118
0.5,3.4,0.6000813873476042
0.5,3.41,0.6000793778868321
0.5,3.42,0.6000774180398232
0.5,3.43,0.6000755065816094
0.5,3.44,0.600073642317467
0.5,3.45,0.6000718240821703
0.5,3.46,0.600070050739263
0.5,3.47,0.6000683211803481
0.5,3.48,0.600066634324395
0.5,3.49,0.6000649891170637
0.5,3.5,0.6000633845300463
0.5,3.5100000000000002,0.6000618195604234
0.5,3.52,0.6000602932300382
0.5,3.5300000000000002,0.6000588045848845
0.5,3.54,0.6000573526945105
0.5,3.5500000000000003,0.6000559366514376
0.5,3.56,0.6000545555705927
0.5,3.5700000000000003,0.6000532085887555
0.5,3.58,0.6000518948640183
0.5,3.59,0.6000506135752603
0.5,3.6,0.6000493639216347
0.5,3.61,0.6000481451220668
0.5,3.62,0.6000469564147676
0.5,3.63,0.6000457970567562
0.5,3.64,0.600044666323396
0.5,3.65,0.600043563507942
0.5,3.66,0.6000424879210986
0.5,3.67,0.6000414388905889
0.5,3.68,0.6000404157607349
0.5,3.69,0.6000394178920468
0.5,3.7,0.6000384446608246
0.5,3.71,0.6000374954587667
0.5,3.72,0.6000365696925912
0.5,3.73,0.600035666783664
0.5,3.74,0.6000347861676377
0.5,3.75,0.6000339272940985
0.5,3.7600000000000002,0.6000330896262226
0.5,3.77,0.6000322726404402
0.5,3.7800000000000002,0.6000314758261087
0.5,3.79,0.6000306986851931
0.5,3.8000000000000003,0.600029940731955
0.5,3.81,0.6000292014926492
0.5,3.8200000000000003,0.6000284805052267
0.5,3.83,0.6000277773190472
0.5,3.84,0.6000270914945963
0.5,3.85,0.6000264226032115
0.5,3.86,0.6000257702268137
0.5,3.87,0.6000251339576467
0.5,3.88,0.6000245133980213
0.5,3.89,0.6000239081600677
0.5,3.9,0.6000233178654923
0.5,3.91,0.600022742145342
0.5,3.92,0.6000221806397729
0.5,3.93,0.6000216329978256
0.5,3.94,0.6000210988772062
0.5,3.95,0.6000205779440718
0.5,3.96,0.6000200698728224
0.5,3.97,0.6000195743458969
0.5,3.98,0.6000190910535746
0.5,3.99,0.6000186196937825
0.5,4.,0.600018159971905
1.,0.,1.
1.,0.01,0.990148511182836
1.,0.02,0.9805881778614162
1.,0.03,0.9713103950904094
1.,0.04,0.9623068122390525
1.,0.05,0.9535693254750193
1.,0.06,0.9450900704704239
1.,0.07,0.9368614153233956
1.,0.08,0.9288759536888511
1.,0.09,0.9211264981122843
1.,0.1,0.9136060735605726
1.,0.11,0.9063079111439754
1.,0.12,0.8992254420236769
1.,0.13,0.8923522914993882
1.,0.14,0.8856822732716856
1.,0.15,0.8792093838739243
1.,0.16,0.8729277972687135
