"eta_over_alpha","t","Fidelity"
0.,3.49,0.5006977272011177
0.,3.5,0.5006839112846018
0.,3.51,0.5006703689411119
0.,3.52,0.5006570947535656
0.,3.53,0.5006440834121436
0.,3.54,0.5006313297121676
0.,3.55,0.5006188285520169
0.,3.56,0.5006065749310886
0.,3.57,0.5005945639477974
0.,3.58,0.5005827907976141
0.,3.59,0.5005712507711451
0.,3.6,0.5005599392522476
0.,3.61,0.5005488517161839
0.,3.62,0.5005379837278112
0.,3.63,0.5005273309398075
0.,3.64,0.5005168890909327
0.,3.65,0.5005066540043244
0.,3.66,0.5004966215858265
0.,3.67,0.5004867878223522
0.,3.68,0.5004771487802788
0.,3.69,0.5004677006038734
0.,3.7,0.5004584395137516
0.,3.71,0.5004493618053651
0.,3.72,0.5004404638475202
0.,3.73,0.5004317420809252
0.,3.74,0.5004231930167665
0.,3.75,0.5004148132353134
0.,3.76,0.5004065993845499
0.,3.77,0.5003985481788342
0.,3.78,0.500390656397584
0.,3.79,0.5003829208839885
0.,3.8,0.5003753385437457
0.,3.81,0.5003679063438248
0.,3.82,0.5003606213112524
0.,3.83,0.5003534805319239
0.,3.84,0.5003464811494375
0.,3.85,0.5003396203639517
0.,3.86,0.5003328954310656
0.,3.87,0.5003263036607206
0.,3.88,0.5003198424161248
0.,3.89,0.500313509112698
0.,3.9,0.5003073012170379
0.,3.91,0.5003012162459071
0.,3.92,0.5002952517652391
0.,3.93,0.500289405389165
0.,3.94,0.5002836747790594
0.,3.95,0.5002780576426046
0.,3.96,0.5002725517328734
0.,3.97,0.5002671548474312
0.,3.98,0.5002618648274537
0.,3.99,0.5002566795568648
0.,4.,0.500251596961489
2.,0.,1.
2.,0.01,0.9997097837461298
2.,0.02,0.9988765981938759
2.,0.03,0.9975530650655341
2.,0.04,0.995787358361353
2.,0.05,0.9936235726093994
2.,0.06,0.9911020607299106
2.,0.07,0.9882597440199044
2.,0.08,0.9851303965572108
2.,0.09,0.981744906133489
2.,0.1,0.9781315136518556
2.,0.11,0.9743160327651277
2.,0.12,0.9703220513842519
2.,0.13,0.9661711165520995
2.,0.14,0.9618829040545392
2.,0.15,0.9574753740275442
2.,0.16,0.9529649137153243
2.,0.17,0.948366468439208
2.,0.18,0.9436936617496277
2.,0.19,0.9389589056533812
2.,0.2,0.9341735017347649
2.,0.21,0.9293477339216809
2.,0.22,0.9244909535858812
2.,0.23,0.9196116576096748
2.,0.24,0.9147175599993012
2.,0.25,0.9098156575772977
2.,0.26,0.9049122902423256
2.,0.27,0.9000131962446114
2.,0.28,0.8951235628882205
2.,0.29,0.8902480730374616
2.,0.3,0.8853909477736085
2.,0.31,0.8805559855195819
2.,0.32,0.8757465979240298
2.,0.33,0.8709658427722183
2.,0.34,0.866216454169095
2.,0.35,0.8615008702196416
2.,0.36,0.8568212584130762
2.,0.37,0.8521795389004296
2.,0.38,0.8475774058393868
2.,0.39,0.8430163469659451
2.,0.4,0.8384976615392851
2.,0.41,0.8340224767941656
2.,0.42,0.8295917630240973
2.,0.43,0.8252063474083579
2.,0.44,0.8208669266866099
2.,0.45,0.8165740787763067
2.,0.46,0.8123282734202347
2.,0.47,0.8081298819443233
2.,0.48,0.8039791861992547
2.,0.49,0.7998763867533295
2.,0.5,0.7958216103984959
2.,0.51,0.7918149170263176
2.,0.52,0.7878563059260033
2.,0.53,0.7839457215522956
2.,0.54,0.7800830588070811
2.,0.55,0.7762681678749762
2.,0.56,0.7725008586498004
2.,0.57,0.7687809047858232
2.,0.58,0.7651080474048652
2.,0.59,0.761481998487763
2.,0.6,0.7579024439763744
2.,0.61,0.7543690466101173
2.,0.62,0.7508814485190688
2.,0.63,0.7474392735938341
2.,0.64,0.7440421296507166
2.,0.65,0.7406896104092
2.,0.66,0.7373812972973431
2.,0.67,0.7341167610994067
2.,0.68,0.7308955634588358
2.,0.69,0.727717258248659
2.,0.7,0.7245813928203411
2.,0.71,0.7214875091412468
2.,0.72,0.7184351448300014
2.,0.73,0.7154238340982937
2.,0.74,0.7124531086069416
2.,0.75,0.7095224982434079
2.,0.76,0.7066315318273488
2.,0.77,0.7037797377502394
2.,0.78,0.700966644554621
2.,0.79,0.6981917814580537
2.,0.8,0.6954546788264353
2.,0.81,0.6927548686009675
2.,0.82,0.6900918846826951
2.,0.83,0.6874652632782084
2.,0.84,0.6848745432098209
2.,0.85,0.6823192661932361
2.,0.86,0.6797989770854949
2.,0.87,0.6773132241057346
2.,0.88,0.674861559031103
2.,0.89,0.6724435373699678
2.,0.9,0.6700587185143793
2.,0.91,0.667706665873593
2.,0.92,0.6653869469902963
2.,0.93,0.663099133641056
2.,0.94,0.6608428019223743
2.,0.95,0.6586175323236189
2.,0.96,0.6564229097880016
2.,0.97,0.6542585237626632
2.,0.98,0.6521239682388563
2.,0.99,0.6500188417831083
2.,1.,0.6479427475601984
2.,1.01,0.6458952933486989
2.,1.02,0.6438760915497668
2.,1.03,0.6418847591898195
2.,1.04,0.6399209179176796
2.,1.05,0.6379841939967079
2.,1.06,0.6360742182924188
2.,1.07,0.6341906262560192
2.,1.08,0.632333057904277
2.,1.09,0.6305011577960934
2.,1.1,0.628694575006116
2.,1.11,0.6269129630957094
2.,1.12,0.6251559800815645
2.,1.13,0.6234232884022051
2.,1.14,0.6217145548826374
2.,1.15,0.6200294506973518
2.,1.16,0.6183676513318774
2.,1.17,0.6167288365430798
2.,1.18,0.6151126903183507
2.,1.19,0.6135189008338567
2.,1.2,0.6119471604119773
2.,1.21,0.6103971654780564
2.,1.22,0.6088686165165883
2.,1.23,0.6073612180269349
2.,1.24,0.6058746784786742
2.,1.25,0.6044087102666653
2.,1.26,0.6029630296659056
2.,1.27,0.6015373567862552
2.,1.28,0.6001314155270903
2.,1.29,0.5987449335319442
2.,1.3,0.5973776421431913
2.,1.31,0.5960292763568185
2.,1.32,0.5946995747773282
2.,1.33,0.5933882795728161
2.,1.34,0.5920951364302514
2.,1.35,0.5908198945109937
2.,1.36,0.5895623064065809
2.,1.37,0.5883221280948026
2.,1.38,0.587099118896091
2.,1.39,0.5858930414302401
2.,1.4,0.5847036615734831
2.,1.41,0.5835307484159299
2.,1.42,0.5823740742193884
2.,1.43,0.5812334143755774
2.,1.44,0.5801085473647426
2.,1.45,0.5789992547146829
2.,1.46,0.5779053209601975
2.,1.47,0.5768265336029588
2.,1.48,0.5757626830718138
2.,1.49,0.574713562683524
2.,1.5,0.5736789686039425
2.,1.51,0.5726586998096317
2.,1.52,0.5716525580499257
2.,1.53,0.570660347809435
2.,1.54,0.5696818762709984
2.,1.55,0.5687169532790778
2.,1.56,0.5677653913035978
2.,1.57,0.5668270054042289
2.,1.58,0.5659016131951122
2.,1.59,0.5649890348100235
2.,1.6,0.564089092867978
2.,1.61,0.5632016124392667
2.,1.62,0.5623264210119292
2.,1.63,0.5614633484586542
2.,1.64,0.5606122270041084
2.,1.65,0.5597728911926875
2.,1.66,0.5589451778566888
2.,1.67,0.5581289260848997
2.,1.68,0.5573239771915971
2.,1.69,0.5565301746859589
2.,1.7,0.5557473642418779
2.,1.71,0.554975393668177
2.,1.72,0.5542141128792217
2.,1.73,0.5534633738659244
2.,1.74,0.5527230306671359
2.,1.75,0.5519929393414245
2.,1.76,0.5512729579392299
2.,1.77,0.5505629464753957
2.,1.78,0.5498627669020719
2.,1.79,0.5491722830819837
2.,1.8,0.5484913607620635
2.,1.81,0.5478198675474386
2.,1.82,0.5471576728757749
2.,1.83,0.5465046479919689
2.,1.84,0.545860665923183
2.,1.85,0.5452256014542246
2.,1.86,0.5445993311032576
2.,1.87,0.5439817330978489
2.,1.88,0.5433726873513416
2.,1.89,0.5427720754395499
2.,1.9,0.5421797805777774
2.,1.91,0.5415956875981469
2.,1.92,0.541019682927242
2.,1.93,0.5404516545640585
2.,1.94,0.5398914920582542
2.,1.95,0.5393390864887012
2.,1.96,0.5387943304423323
2.,1.97,0.5382571179932785
2.,1.98,0.5377273446822911
2.,1.99,0.5372049074964533
2.,2.,0.536689704849165
2.,2.01,0.536181636560407
2.,2.02,0.5356806038372754
2.,2.03,0.5351865092547877
2.,2.04,0.5346992567369486
2.,2.05,0.5342187515380822
2.,2.06,0.5337449002244179
2.,2.07,0.5332776106559334
2.,2.08,0.532816791968446
2.,2.09,0.5323623545559539
2.,2.1,0.5319142100532186
2.,2.11,0.5314722713185897
2.,2.12,0.5310364524170672
2.,2.13,0.5306066686035966
2.,2.14,0.5301828363065959
2.,2.15,0.5297648731117102
2.,2.16,0.5293526977457903
2.,2.17,0.5289462300610939
2.,2.18,0.5285453910197039
2.,2.19,0.5281501026781634
2.,2.2,0.527760288172323
2.,2.21,0.5273758717023965
2.,2.22,0.5269967785182256
2.,2.23,0.5266229349047462
2.,2.24,0.5262542681676569
2.,2.25,0.5258907066192854
2.,2.26,0.5255321795646516
2.,2.27,0.5251786172877216
2.,2.28,0.5248299510378532
2.,2.29,0.5244861130164293
2.,2.3,0.5241470363636752
2.,2.31,0.5238126551456582
2.,2.32,0.5234829043414698
2.,2.33,0.5231577198305816
2.,2.34,0.522837038380378
2.,2.35,0.5225207976338625
2.,2.36,0.5222089360975323
2.,2.37,0.5219013931294215
2.,2.38,0.5215981089273104
2.,2.39,0.521299024517097
2.,2.4,0.5210040817413298
2.,2.41,0.5207132232479006
2.,2.42,0.5204263924788913
2.,2.43,0.5201435336595773
2.,2.44,0.5198645917875833
2.,2.45,0.5195895126221863
2.,2.46,0.5193182426737705
2.,2.47,0.5190507291934261
2.,2.48,0.5187869201626916
2.,2.49,0.5185267642834399
2.,2.5,0.518270210967904
2.,2.51,0.5180172103288383
2.,2.52,0.5177677131698206
2.,2.53,0.5175216709756844
2.,2.54,0.5172790359030851
2.,2.55,0.5170397607711983
2.,2.56,0.5168037990525444
2.,2.57,0.5165711048639415
2.,2.58,0.5163416329575838
2.,2.59,0.5161153387122431
2.,2.6,0.5158921781245922
2.,2.61,0.5156721078006482
2.,2.62,0.5154550849473348
2.,2.63,0.5152410673641615
2.,2.64,0.5150300134350173
2.,2.65,0.5148218821200781
2.,2.66,0.5146166329478271
2.,2.67,0.5144142260071856
2.,2.68,0.5142146219397502
2.,2.69,0.5140177819321421
